No errors
No warnings
91 ms
data source=metars
4980 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KPNE 031854Z 36006G14KT 10SM CLR 08/M04 A3004 RMK AO2 SLP172 T00781044,KPNE,2024-02-03T18:54:00Z,40.0789,-75.0133,7.8,-4.4,360,6,14,10+,30.04,1017.2,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,32
KPLN 031854Z AUTO 00000KT 10SM CLR 06/M02 A3013 RMK AO2 SLP215 T00561017,KPLN,2024-02-03T18:54:00Z,45.5644,-84.7929,5.6,-1.7,0,0,,10+,30.13,1021.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,215
KPIA 031854Z 10005KT 10SM CLR 08/02 A3002 RMK AO2 SLP168 T00830017,KPIA,2024-02-03T18:54:00Z,40.6675,-89.6842,8.3,1.7,100,5,,10+,30.02,1016.8,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,200
KPHL 031854Z 36008KT 10SM FEW045 07/M05 A3003 RMK AO2 SLP169 T00721050,KPHL,2024-02-03T18:54:00Z,39.8733,-75.2268,7.2,-5,360,8,,10+,30.03,1016.9,,,TRUE,,,,,,,FEW,4500,,,,,,,VFR,,,,,,,,,,,,METAR,2
KPHF 031854Z 11008KT 10SM BKN040 06/M01 A3004 RMK AO2 SLP173 T00611006,KPHF,2024-02-03T18:54:00Z,37.1322,-76.494,6.1,-0.6,110,8,,10+,30.04,1017.3,,,TRUE,,,,,,,BKN,4000,,,,,,,VFR,,,,,,,,,,,,METAR,12
KORH 031854Z 35010KT 10SM CLR 02/M10 A2994 RMK AO2 SLP151 T00171100,KORH,2024-02-03T18:54:00Z,42.2706,-71.8731,1.7,-10,350,10,,10+,29.94,1015.1,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,306
KOLS 031854Z AUTO 31006KT 10SM CLR 09/00 A3000 RMK AO2 SLP141 T00890000 $,KOLS,2024-02-03T18:54:00Z,31.4208,-110.847,8.9,0,310,6,,10+,30.00,1014.1,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1194
KOLM 031854Z 00000KT 10SM SCT100 04/03 A3005 RMK AO2 SLP177 T00440028,KOLM,2024-02-03T18:54:00Z,46.9737,-122.905,4.4,2.8,0,0,,10+,30.05,1017.7,,,TRUE,,,,,,,SCT,10000,,,,,,,VFR,,,,,,,,,,,,METAR,58
KOFP 031854Z AUTO 30006KT 10SM CLR 09/M02 A3005 RMK AO2 SLP177 T00941022,KOFP,2024-02-03T18:54:00Z,37.7093,-77.4349,9.4,-2.2,300,6,,10+,30.05,1017.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,63
KNAK 031854Z AUTO 00000KT 10SM CLR 09/M02 A3005 RMK AO2 SLP176 T00891017,KNAK,2024-02-03T18:54:00Z,38.9913,-76.4891,8.9,-1.7,0,0,,10+,30.05,1017.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2
KN60 031854Z AUTO 15009KT 02/02 A2982 RMK AO1 SLP117 T00220022,KN60,2024-02-03T18:54:00Z,47.654,-101.436,2.2,2.2,150,9,,,29.82,1011.7,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,582
KMWN 031854Z 01019G26KT 100SM SCT/// FEW030 SCT060 SCT180 BKN200 M14/M23 RMK ACSL DSNT E-SE TPS LWR SCT048 BLSN AT STA,KMWN,2024-02-03T18:54:00Z,44.271,-71.304,-14,-23,10,19,26,99,0.00,,,,,,,,,,,FEW,3000,SCT,6000,SCT,18000,BKN,20000,VFR,,,,,,,,,,,,METAR,1911
KMVL 031854Z AUTO 35007KT 10SM SCT055 M03/M09 A3009 RMK AO2 SLP201 T10281089,KMVL,2024-02-03T18:54:00Z,44.5328,-72.6152,-2.8,-8.9,350,7,,10+,30.09,1020.1,,TRUE,TRUE,,,,,,,SCT,5500,,,,,,,VFR,,,,,,,,,,,,METAR,226
KMTP 031854Z AUTO 01010KT 05/M06 A2998 RMK AO1 SLP151 T00501061 ,KMTP,2024-02-03T18:54:00Z,41.073,-71.9235,5,-6.1,10,10,,,29.98,1015.1,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,2
KMRY 031854Z 09003KT 10SM OVC100 12/05 A3001 RMK AO2 SLP176 T01220050,KMRY,2024-02-03T18:54:00Z,36.5904,-121.849,12.2,5,90,3,,10+,30.01,1017.6,,,TRUE,,,,,,,OVC,10000,,,,,,,VFR,,,,,,,,,,,,METAR,51
KMKC 031854Z 06008G16KT 7SM FEW060 SCT075 BKN120 12/07 A2974 RMK AO2 SLP072 T01170072,KMKC,2024-02-03T18:54:00Z,39.1279,-94.5892,11.7,7.2,60,8,16,7,29.74,1007.2,,,TRUE,,,,,,,FEW,6000,SCT,7500,BKN,12000,,,VFR,,,,,,,,,,,,METAR,228
KMIV 031854Z AUTO 02005G14KT 10SM CLR 08/M03 A3002 RMK AO2 SLP165 T00781033,KMIV,2024-02-03T18:54:00Z,39.3662,-75.0778,7.8,-3.3,20,5,14,10+,30.02,1016.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,18
KMGJ 031854Z AUTO 06010G14KT 10SM CLR 04/M05 A3001 RMK AO2 SLP165 T00391050,KMGJ,2024-02-03T18:54:00Z,41.509,-74.2645,3.9,-5,60,10,14,10+,30.01,1016.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,106
KMEM 031854Z 13010KT 10SM FEW150 BKN250 21/06 A2981 RMK AO2 SLP091 T02060061 $,KMEM,2024-02-03T18:54:00Z,35.0564,-89.9864,20.6,6.1,130,10,,10+,29.81,1009.1,,,TRUE,TRUE,,,,,,FEW,15000,BKN,25000,,,,,VFR,,,,,,,,,,,,METAR,78
KLYH 031854Z VRB03KT 10SM CLR 10/M03 A3002 RMK AO2 SLP168 T01001033,KLYH,2024-02-03T18:54:00Z,37.3213,-79.2065,10,-3.3,VRB,3,,10+,30.02,1016.8,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,282
KLWT 031854Z AUTO 29006KT 10SM FEW031 BKN060 OVC085 06/02 A2968 RMK AO2 RAB19E51 SLP060 P0000 T00560022,KLWT,2024-02-03T18:54:00Z,47.0544,-109.457,5.6,2.2,290,6,,10+,29.68,1006,,TRUE,TRUE,,,,,,,FEW,3100,BKN,6000,OVC,8500,,,VFR,,,,,,0.005,,,,,,METAR,1254
KLWM 031854Z 32010G16KT 10SM CLR 02/M08 A3000 RMK AO2 SLP160 T00221083,KLWM,2024-02-03T18:54:00Z,42.7125,-71.1256,2.2,-8.3,320,10,16,10+,30.00,1016,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,42
KLEX 031854Z 06008KT 10SM CLR 11/M01 A3000 RMK AO2 SLP161 T01111006,KLEX,2024-02-03T18:54:00Z,38.0339,-84.6114,11.1,-0.6,60,8,,10+,30.00,1016.1,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,294
KJST 031854Z AUTO 36005KT 10SM CLR 06/M05 A3000 RMK AO2 SLP178 T00561050,KJST,2024-02-03T18:54:00Z,40.3149,-78.8307,5.6,-5,360,5,,10+,30.00,1017.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,695
KJAN 031854Z 11008KT 10SM OVC100 16/06 A2977 RMK AO2 SLP079 T01610061,KJAN,2024-02-03T18:54:00Z,32.3198,-90.0778,16.1,6.1,110,8,,10+,29.77,1007.9,,,TRUE,,,,,,,OVC,10000,,,,,,,VFR,,,,,,,,,,,,METAR,92
KIZG 031854Z AUTO 34008G19KT 10SM CLR 01/M12 A3000 RMK AO2 SLP165 T00061117,KIZG,2024-02-03T18:54:00Z,43.9899,-70.9501,0.6,-11.7,340,8,19,10+,30.00,1016.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,138
KIPT 031854Z 31009KT 10SM CLR 08/M06 A3005 RMK AO2 SLP180 T00781056,KIPT,2024-02-03T18:54:00Z,41.243,-76.9217,7.8,-5.6,310,9,,10+,30.05,1018,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,160
KINT 031854Z 02004KT 10SM CLR 11/M03 A3002 RMK AO2 SLP166 T01111028,KINT,2024-02-03T18:54:00Z,36.1335,-80.2244,11.1,-2.8,20,4,,10+,30.02,1016.6,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,292
KINL 031854Z AUTO VRB04KT 10SM CLR 03/M02 A3001 RMK AO2 SLP181 T00281022,KINL,2024-02-03T18:54:00Z,48.5594,-93.3955,2.8,-2.2,VRB,4,,10+,30.01,1018.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,353
KIND 031854Z 08009KT 10SM FEW090 07/00 A3004 RMK AO2 SLP176 T00720000,KIND,2024-02-03T18:54:00Z,39.7252,-86.2816,7.2,0,80,9,,10+,30.04,1017.6,,,TRUE,,,,,,,FEW,9000,,,,,,,VFR,,,,,,,,,,,,METAR,242
KIMT 031854Z AUTO 16005KT 10SM CLR 01/M04 A3008 RMK AO2 SLP206 T00111039,KIMT,2024-02-03T18:54:00Z,45.8134,-88.1129,1.1,-3.9,160,5,,10+,30.08,1020.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,343
KILN 031854Z AUTO 11006KT 10SM CLR 06/01 A3006 RMK AO2 SLP203 T00560006,KILN,2024-02-03T18:54:00Z,39.4308,-83.777,5.6,0.6,110,6,,10+,30.06,1020.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,325
KHWD 031854Z 00000KT 10SM BKN060 12/07 A3002 RMK AO2 SLP176 T01220067,KHWD,2024-02-03T18:54:00Z,37.6589,-122.121,12.2,6.7,0,0,,10+,30.02,1017.6,,,TRUE,,,,,,,BKN,6000,,,,,,,VFR,,,,,,,,,,,,METAR,9
KGSO 031854Z 30004KT 10SM CLR 11/M02 A3001 RMK AO2 SLP162 T01061022,KGSO,2024-02-03T18:54:00Z,36.0969,-79.9432,10.6,-2.2,300,4,,10+,30.01,1016.2,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,275
KGED 031854Z AUTO 31006KT 10SM CLR 07/M03 A3003 RMK AO2 SLP169 T00671028,KGED,2024-02-03T18:54:00Z,38.6898,-75.3625,6.7,-2.8,310,6,,10+,30.03,1016.9,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,15
KGCK 031854Z 11017G26KT 10SM SCT018 11/05 A2947 RMK AO2 PK WND 13026/1847 SLP972 T01110050,KGCK,2024-02-03T18:54:00Z,37.9221,-100.723,11.1,5,110,17,26,10+,29.47,997.2,,,TRUE,,,,,,,SCT,1800,,,,,,,VFR,,,,,,,,,,,,METAR,877
KFZY 031854Z AUTO 29007KT 10SM BKN019 00/M05 A3014 RMK AO2 SLP212 T00001050,KFZY,2024-02-03T18:54:00Z,43.3504,-76.3831,0,-5,290,7,,10+,30.14,1021.2,,TRUE,TRUE,,,,,,,BKN,1900,,,,,,,MVFR,,,,,,,,,,,,METAR,143
KFIG 031854Z AUTO 00000KT 10SM CLR 08/M06 A3004 RMK AO2 SLP182 T00781061,KFIG,2024-02-03T18:54:00Z,41.0465,-78.4112,7.8,-6.1,0,0,,10+,30.04,1018.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,461
KFFZ 031854Z 21003KT 10SM CLR 13/05 A2998 RMK AO2 SLP143 T01280050 $,KFFZ,2024-02-03T18:54:00Z,33.4659,-111.721,12.8,5,210,3,,10+,29.98,1014.3,,,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,420
KEWN 031854Z 06008G14KT 10SM CLR 11/00 A3001 RMK AO2 SLP163 T01060000,KEWN,2024-02-03T18:54:00Z,35.0684,-77.0478,10.6,0,60,8,14,10+,30.01,1016.3,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3
KEVV 031854Z 07012G19KT 10SM CLR 13/01 A2995 RMK AO2 SLP142 T01280006,KEVV,2024-02-03T18:54:00Z,38.0502,-87.5147,12.8,0.6,70,12,19,10+,29.95,1014.2,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,123
KEUG 031854Z 13005KT 10SM FEW070 FEW200 09/03 A3002 RMK AO2 SLP167 T00940028 $,KEUG,2024-02-03T18:54:00Z,44.1331,-123.216,9.4,2.8,130,5,,10+,30.02,1016.7,,,TRUE,TRUE,,,,,,FEW,7000,FEW,20000,,,,,VFR,,,,,,,,,,,,METAR,109
KEFD 031854Z 19006KT 10SM SCT020 OVC120 17/15 A2960,KEFD,2024-02-03T18:54:00Z,29.606,-95.16,17,15,190,6,,10+,29.60,,,,,,,,,,,SCT,2000,OVC,12000,,,,,VFR,,,,,,,,,,,,METAR,9
KDYL 031854Z AUTO VRB04KT 10SM CLR 08/M06 A3001 RMK AO2 SLP166 T00781061,KDYL,2024-02-03T18:54:00Z,40.3302,-75.1228,7.8,-6.1,VRB,4,,10+,30.01,1016.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,121
KDSV 031854Z AUTO 31005KT 10SM CLR 03/M05 A3012 RMK AO2 SLP215 T00331050,KDSV,2024-02-03T18:54:00Z,42.5699,-77.7142,3.3,-5,310,5,,10+,30.12,1021.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,195
KDEC 031854Z 10013KT 10SM CLR 09/03 A2999 RMK AO2 SLP159 T00890028,KDEC,2024-02-03T18:54:00Z,39.8308,-88.8719,8.9,2.8,100,13,,10+,29.99,1015.9,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,205
KDDH 031854Z AUTO 32007KT 280V340 10SM CLR 00/M08 A3004 RMK AO2 SLP181 T00001078,KDDH,2024-02-03T18:54:00Z,42.8935,-73.2488,0,-7.8,320,7,,10+,30.04,1018.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,241
KCRW 031854Z 03006KT 10SM CLR 11/M03 A3003 RMK AO2 SLP172 T01061028 $,KCRW,2024-02-03T18:54:00Z,38.3795,-81.5911,10.6,-2.8,30,6,,10+,30.03,1017.2,,,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,278
KCOU 031854Z 10012G19KT 10SM FEW110 14/06 A2983 RMK AO2 SLP101 T01390056,KCOU,2024-02-03T18:54:00Z,38.8171,-92.2148,13.9,5.6,100,12,19,10+,29.83,1010.1,,,TRUE,,,,,,,FEW,11000,,,,,,,VFR,,,,,,,,,,,,METAR,272
KCEU 031854Z AUTO 14004KT 10SM CLR 12/01 A2999 RMK AO2 SLP153 T01170006,KCEU,2024-02-03T18:54:00Z,34.6722,-82.8814,11.7,0.6,140,4,,10+,29.99,1015.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,270
KCAR 031854Z AUTO 34005KT 10SM FEW032 M04/M11 A3000 RMK AO2 SLP173 T10441111,KCAR,2024-02-03T18:54:00Z,46.8705,-68.0172,-4.4,-11.1,340,5,,10+,30.00,1017.3,,TRUE,TRUE,,,,,,,FEW,3200,,,,,,,VFR,,,,,,,,,,,,METAR,189
KBWI 031854Z VRB05KT 10SM FEW038 10/M03 A3004 RMK AO2 SLP172 T01001033 $,KBWI,2024-02-03T18:54:00Z,39.1733,-76.684,10,-3.3,VRB,5,,10+,30.04,1017.2,,,TRUE,TRUE,,,,,,FEW,3800,,,,,,,VFR,,,,,,,,,,,,METAR,42
KBUY 031854Z AUTO VRB03KT 10SM CLR 11/M02 A3002 RMK AO2 SLP166 T01061022,KBUY,2024-02-03T18:54:00Z,36.0475,-79.4737,10.6,-2.2,VRB,3,,10+,30.02,1016.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,185
KBOS 031854Z 32013G19KT 10SM SCT043 03/M07 A2998 RMK AO2 SLP151 T00331072,KBOS,2024-02-03T18:54:00Z,42.3606,-71.0097,3.3,-7.2,320,13,19,10+,29.98,1015.1,,,TRUE,,,,,,,SCT,4300,,,,,,,VFR,,,,,,,,,,,,METAR,4
KBFL 031854Z 19004KT 10SM CLR 12/07 A3003 RMK AO2 SLP169 T01220067,KBFL,2024-02-03T18:54:00Z,35.4342,-119.055,12.2,6.7,190,4,,10+,30.03,1016.9,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,146
KAVP 031854Z 33010KT 10SM CLR 04/M05 A3003 RMK AO2 SLP176 T00391050,KAVP,2024-02-03T18:54:00Z,41.3335,-75.7227,3.9,-5,330,10,,10+,30.03,1017.6,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,290
KAVL 031854Z VRB04KT 10SM CLR 11/00 A2997 RMK AO2 SLP146 T01060000,KAVL,2024-02-03T18:54:00Z,35.4318,-82.5379,10.6,0,VRB,4,,10+,29.97,1014.6,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,646
KAPN 031854Z AUTO 12003KT 10SM CLR 02/M03 A3015 RMK AO2 SLP217 T00171033 $,KAPN,2024-02-03T18:54:00Z,45.0716,-83.5645,1.7,-3.3,120,3,,10+,30.15,1021.7,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,208
KAPC 031854Z 09009KT 10SM OVC075 11/07 A3002 RMK AO2 SLP156 T01110072,KAPC,2024-02-03T18:54:00Z,38.2075,-122.28,11.1,7.2,90,9,,10+,30.02,1015.6,,,TRUE,,,,,,,OVC,7500,,,,,,,VFR,,,,,,,,,,,,METAR,5
KAKR 031854Z AUTO 00000KT 10SM CLR 05/M03 A3009 RMK AO2 SLP198 T00501033,KAKR,2024-02-03T18:54:00Z,41.0373,-81.4634,5,-3.3,0,0,,10+,30.09,1019.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,319
KAKQ 031854Z AUTO 05007KT 010V080 10SM CLR 09/M02 A3004 RMK AO2 SLP173 T00941022,KAKQ,2024-02-03T18:54:00Z,36.9827,-77.0014,9.4,-2.2,50,7,,10+,30.04,1017.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,34
KAKH 031854Z AUTO 02004KT 10SM CLR 13/M02 A3001 RMK AO2 SLP161 T01281017 $,KAKH,2024-02-03T18:54:00Z,35.1968,-81.1555,12.8,-1.7,20,4,,10+,30.01,1016.1,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,242
KACY 031854Z AUTO 36008KT 10SM CLR 07/M04 A3001 RMK AO2 SLP164 T00721039,KACY,2024-02-03T18:54:00Z,39.452,-74.567,7.2,-3.9,360,8,,10+,30.01,1016.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,18
KAAO 031854Z AUTO 14012KT 10SM BKN016 OVC024 13/11 A2960 RMK AO2 SLP021 T01330106,KAAO,2024-02-03T18:54:00Z,37.7496,-97.2191,13.3,10.6,140,12,,10+,29.60,1002.1,,TRUE,TRUE,,,,,,,BKN,1600,OVC,2400,,,,,MVFR,,,,,,,,,,,,METAR,429
K1V4 031854Z AUTO M01/M12 A3004 RMK AO1 SLP185 T10111122 ,K1V4,2024-02-03T18:54:00Z,44.42,-72.019,-1.1,-12.2,,,,,30.04,1018.5,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,213
K12N 031854Z AUTO VRB05KT 06/M06 A3001 RMK AO1 SLP168 T00611056,K12N,2024-02-03T18:54:00Z,41.0093,-74.7363,6.1,-5.6,VRB,5,,,30.01,1016.8,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,178
TJNR 031853Z AUTO 10SM FEW038 BKN070 OVC080 27/21 A2988 RMK AO2 SLP118 T02670211 $,TJNR,2024-02-03T18:53:00Z,18.253,-65.638,26.7,21.1,,,,10+,29.88,1011.8,,TRUE,TRUE,TRUE,,,,,,FEW,3800,BKN,7000,OVC,8000,,,VFR,,,,,,,,,,,,METAR,7
TISX 031853Z 17006KT 10SM CLR 29/20 A2987 RMK AO2 SLP114 T02890200,TISX,2024-02-03T18:53:00Z,17.6997,-64.8126,28.9,20,170,6,,10+,29.87,1011.4,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,16
TIST 031853Z 19004KT 10SM FEW022 27/21 A2986 RMK AO2 SLP112 T02670211 PNO $,TIST,2024-02-03T18:53:00Z,18.3362,-64.9799,26.7,21.1,190,4,,10+,29.86,1011.2,,,TRUE,TRUE,,,,,,FEW,2200,,,,,,,VFR,,,,,,,,,,,,METAR,5
PHTO 031853Z 34010KT 10SM OVC047 21/16 A3021 RMK AO2 RAE01 SLP229 P0000 T02110156,PHTO,2024-02-03T18:53:00Z,19.7191,-155.049,21.1,15.6,340,10,,10+,30.21,1022.9,,,TRUE,,,,,,,OVC,4700,,,,,,,VFR,,,,,,0.005,,,,,,METAR,9
PHNL 031853Z 05012G22KT 10SM FEW030 BKN050 22/11 A3022 RMK AO2 SLP233 T02170106,PHNL,2024-02-03T18:53:00Z,21.3151,-157.924,21.7,10.6,50,12,22,10+,30.22,1023.3,,,TRUE,,,,,,,FEW,3000,BKN,5000,,,,,VFR,,,,,,,,,,,,METAR,2
PHLI 031853Z 04023G31KT 10SM OVC050 22/12 A3027 RMK AO2 PK WND 04031/1852 SLP247 T02220122 $,PHLI,2024-02-03T18:53:00Z,21.9805,-159.339,22.2,12.2,40,23,31,10+,30.27,1024.7,,,TRUE,TRUE,,,,,,OVC,5000,,,,,,,VFR,,,,,,,,,,,,METAR,32
PHKO 031853Z 02029G36KT 10SM FEW040 23/13 A3012 RMK AO2 PK WND 02036/1851 SLP200 T02330128,PHKO,2024-02-03T18:53:00Z,19.7378,-156.048,23.3,12.8,20,29,36,10+,30.12,1020,,,TRUE,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,11
PHJR 031853Z 07007G20KT 020V100 10SM BKN050 23/12 A3023 RMK AO2 SLP242 T02280117 $,PHJR,2024-02-03T18:53:00Z,21.312,-158.07,22.8,11.7,70,7,20,10+,30.23,1024.2,,,TRUE,TRUE,,,,,,BKN,5000,,,,,,,VFR,,,,,,,,,,,,METAR,9
PAYA 031853Z AUTO 04005KT 10SM FEW055 M07/M11 A3002 RMK AO2 SLP166 T10721111 TSNO $,PAYA,2024-02-03T18:53:00Z,59.512,-139.671,-7.2,-11.1,40,5,,10+,30.02,1016.6,,TRUE,TRUE,TRUE,,TRUE,,,,FEW,5500,,,,,,,VFR,,,,,,,,,,,,METAR,9
PATO 031853Z AUTO 00000KT 10SM CLR M31/M34 A3007 RMK AO2 SLP185 T13111339 TSNO,PATO,2024-02-03T18:53:00Z,60.783,-148.843,-31.1,-33.9,0,0,,10+,30.07,1018.5,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,47
PATK 031853Z 33003KT 10SM CLR M28/M32 A3007 RMK AO2 SLP201 T12781322,PATK,2024-02-03T18:53:00Z,62.319,-150.097,-27.8,-32.2,330,3,,10+,30.07,1020.1,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,107
PASO 031853Z AUTO 00000KT 10SM OVC032 M10/M13 A2997 RMK AO2 SLP147 T11001133 TSNO $,PASO,2024-02-03T18:53:00Z,59.443,-151.702,-10,-13.3,0,0,,10+,29.97,1014.7,,TRUE,TRUE,TRUE,,TRUE,,,,OVC,3200,,,,,,,VFR,,,,,,,,,,,,METAR,20
PAQT 031853Z AUTO 24012KT 8SM M24/M27 A3025 RMK AO2 SLP245 T12391267 TSNO PNO $,PAQT,2024-02-03T18:53:00Z,70.213,-150.994,-23.9,-26.7,240,12,,8,30.25,1024.5,,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,11
PAPB 031853Z AUTO 16019KT 9SM FEW017 02/02 A2902 RMK AO2 PK WND 15027/1803 SLP815 T00170017 TSNO,PAPB,2024-02-03T18:53:00Z,56.576,-169.663,1.7,1.7,160,19,,9,29.02,981.5,,TRUE,TRUE,,,TRUE,,,,FEW,1700,,,,,,,VFR,,,,,,,,,,,,METAR,33
PAOT 031853Z 08004KT 10SM CLR M34/M38 A3029 RMK AO2 SLP256 T1344,PAOT,2024-02-03T18:53:00Z,66.886,-162.607,-34.4,-38,80,4,,10+,30.29,1025.6,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3
PAOR 031853Z 00000KT 3SM BR CLR M43/ A3011 RMK AO2 SLP325 T1433 $,PAOR,2024-02-03T18:53:00Z,62.962,-141.938,-43.3,,0,0,,3,30.11,1032.5,,,TRUE,TRUE,,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,524
PAOM 031853Z 06006KT 10SM CLR M19/M26 A3005 RMK AO2 SLP175 T11941256,PAOM,2024-02-03T18:53:00Z,64.5111,-165.44,-19.4,-25.6,60,6,,10+,30.05,1017.5,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,6
PAMC 031853Z AUTO 00000KT 8SM CLR M44/ A3013 RMK AO2 SLP224 T1439 TSNO,PAMC,2024-02-03T18:53:00Z,62.957,-155.61,-43.9,,0,0,,8,30.13,1022.4,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,101
PALH 031853Z 07003KT 7SM CLR M26/M29 A3009 RMK AO2 SLP192 T12561294,PALH,2024-02-03T18:53:00Z,61.179,-149.962,-25.6,-29.4,70,3,,7,30.09,1019.2,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,26
PAKT 031853Z 15004KT 10SM FEW022 OVC048 01/M01 A3022 RMK AO2 SLP236 HARBOR WIND VRB03KT T00111011,PAKT,2024-02-03T18:53:00Z,55.3592,-131.722,1.1,-1.1,150,4,,10+,30.22,1023.6,,,TRUE,,,,,,,FEW,2200,OVC,4800,,,,,VFR,,,,,,,,,,,,METAR,27
